"","Afghanistan","Afr.Other NS","Africa N.NES","Albania","Algeria","Angola","Areas NES","Argentina","Armenia","Asia NES","Asia West NS","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium-Lux","Belize","Benin","Bermuda","Bolivia","Bosnia Herzg","Br.Antr.Terr","Brazil","Bulgaria","Burkina Faso","Burundi","CACM NES","Cambodia","Cameroon","Canada","Carib. NES","Cent.Afr.Rep","Chad","Chile","China","China HK SAR","China MC SAR","China SC","Colombia","Congo","Costa Rica","Cote Divoire","Croatia","Cuba","Cyprus","Czech Rep","Czechoslovak","Dem.Rp.Congo","Denmark","Djibouti","Dominican Rp","E Europe NES","Ecuador","EEC NES","Egypt","El Salvador","Eq.Guinea","Estonia","Ethiopia","Eur. EFTA NS","Eur.Other NE","Falkland Is","Fiji","Finland","Fm USSR","Fm Yugoslav","Fr Ind O","Fr.Guiana","France,Monac","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Guadeloupe","Guatemala","Guinea","GuineaBissau","Guyana","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Int Org","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea D P Rp","Korea Rep.","Kuwait","Kyrgyzstan","LAIA NES","Lao P.Dem.R","Latvia","Lebanon","Liberia","Libya","Lithuania","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Morocco","Mozambique","Myanmar","Nepal","Neth.Ant.Aru","Netherlands","Neutral Zone","New Calednia","New Zealand","Nicaragua","Niger","Nigeria","Norway","Occ.Pal.Terr","Oman","Oth.Oceania","Pakistan","Panama","Papua N.Guin","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Rep Moldova","Romania","Russian Fed","Rwanda","Samoa","Saudi Arabia","Senegal","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","Spain","Sri Lanka","St.Helena","St.Kt-Nev-An","St.Pierre Mq","Sudan","Suriname","Sweden","Switz.Liecht","Syria","Taiwan","Tajikistan","Tanzania","TFYR Macedna","Thailand","Togo","Trinidad Tbg","Tunisia","Turkey","Turkmenistan","Uganda","UK","Ukraine","Untd Arab Em","Uruguay","US NES","USA","Uzbekistan","Venezuela","Viet Nam","World","Yemen","Yugoslavia","Zambia","Zimbabwe"
"Niger",NA,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,586,315,NA,NA,NA,NA,NA,NA,17414,NA,NA,NA,NA,NA,NA,518,1001,NA,NA,NA,NA,NA,1814,NA,NA,NA,137,7224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,NA,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,NA,NA,NA,NA,79757,NA,NA,NA,16760,NA,NA,977,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,4546,5264,NA,NA,NA,838,661,6876,NA,6445,NA,NA,NA,NA,NA,2372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,NA,NA,NA,NA,586,NA,482,NA,NA,NA,NA,8720,NA,NA,142,NA,NA,1492,367,NA,NA,NA,4152,NA,NA,NA,188,214,572,570,NA,NA,410,NA,NA,NA,859,NA,NA,NA,NA,175,NA,NA,803,1718,NA,NA,NA,NA,NA,NA,376,879,NA,NA,NA,NA,NA,1185,NA,NA,1125,684,NA,NA,5864,NA,187,NA,NA,15397,NA,NA,NA,192219,NA,NA,NA,NA
"Nigeria",570,637,NA,1400,10165,5743,32699,24650,NA,2973,NA,11166,32412,191,991,3491,382,354,1580,176054,1979,17428,1954,136,NA,NA,232198,6819,684,NA,NA,NA,674,37240,NA,1131,1132,790,218951,69624,NA,NA,791,1685,919,10384,142,337,1177,4207,7073,546,31509,257,824,NA,NA,NA,3458,NA,NA,NA,414,NA,6751,918,2757,9927,14185,6656,319,NA,462216,657,441,NA,623091,7351,602,51752,253,NA,122,1096,5650,1064,NA,434,3082,16442,167591,43016,NA,554,264,54948,22061,272608,1012,318369,2791,3111,2069,154,1276,108813,1574,NA,NA,436,NA,1807,342,1446,NA,1076,4324,24605,641,265,79161,4088,3318,113,6628,116,146,833,6172,315721,304,588,1624,516,1666,NA,23000,NA,236,321,6968,669,NA,904,856,2993,20247,7745,1080,NA,14800,68374,1269,NA,10013,2905,746,622,87306,4339,1677,5719,44352,84155,252,1018,3191,NA,571,859,43336,97723,8680,92088,NA,1613,NA,92953,3914,104,807,22476,NA,NA,922161,20197,29031,567,10501,797512,NA,2011,1758,5877412,1212,2923,334,5958
"Norway",576,NA,NA,231,8495,3820,152397,41107,NA,565,NA,98048,295751,819,39853,3862,19236,4191,8443,729212,NA,NA,33076,398,328,NA,152628,7271,NA,1276,NA,1455,218,625508,NA,NA,NA,43409,639192,172502,5599,NA,44419,5849,18979,334,16779,557,26155,85936,46444,8108,2236974,NA,653,NA,5678,NA,4946,1450,6486,50986,780,NA,NA,864,234,1080798,360500,110685,23887,NA,1274774,9674,NA,315,4186146,5592,5919,46513,8226,NA,9007,15310,697,213,110,2045,46584,65807,95292,55830,NA,10194,NA,376699,44705,1123230,138040,1549544,870,2792,4902,686,317,358424,2309,NA,NA,2311,39948,3346,168223,5690,27062,790,989,81256,293,17694,3460,1394,32630,NA,32811,670,688,152,14547,1369224,NA,NA,9717,919,NA,1524,NA,NA,298,NA,37540,83622,224,436,31736,20891,199572,260222,NA,147,32354,590416,NA,NA,15979,NA,NA,120,203634,12922,21470,NA,145795,519314,7548,NA,8453,NA,2134,108178,4762812,410056,258,263480,6896,2392,547,86460,NA,2643,7734,86719,NA,2428,2901750,25484,2688,10871,NA,2339818,675,28053,22033,31012196,3927,9706,527,7615
"Occ.Pal.Terr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,NA,NA,NA,NA,NA,NA,NA,3580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5265,NA,NA,NA,NA,NA,NA,7840,1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,4739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59897,NA,NA,NA,NA
"Oman",NA,NA,NA,NA,934,NA,20398,12878,640,NA,NA,107184,8504,NA,NA,27098,987,NA,NA,33894,NA,NA,NA,159,NA,NA,8227,3177,NA,334,NA,NA,NA,15145,NA,NA,NA,17318,44187,17171,NA,NA,116,NA,824,NA,2038,239,2972,570,831,NA,25230,NA,NA,NA,NA,NA,4650,NA,NA,131,114,NA,NA,NA,130,9440,2716,1820,NA,NA,142810,NA,NA,2561,204860,NA,NA,2076,NA,NA,742,3108,NA,186,NA,NA,865,252,132376,26422,NA,24502,NA,11450,188,116813,NA,793660,2904,888,706,NA,NA,94035,8468,NA,NA,NA,135,1068,NA,1626,NA,6444,NA,53436,NA,1456,NA,331,2068,NA,1930,414,900,267,NA,105646,NA,NA,11427,NA,NA,NA,1800,NA,NA,NA,38364,NA,150,NA,1729,3179,523,709,9517,NA,598,3834,NA,NA,125331,NA,NA,NA,37116,482,1132,3336,5214,16236,3314,NA,NA,NA,761,NA,30888,38751,5000,18903,NA,984,NA,24299,NA,NA,724,16170,NA,195,349301,8608,1163959,145,NA,302792,871,NA,671,4291413,1710,1072,466,900
"Oth.Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338,NA,NA,NA,NA,1075,NA,NA,NA,2554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10186,NA,NA,NA,233,5594,1956,NA,40486,NA,NA,NA,NA,NA,35482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,NA,NA,NA,NA,NA,3285,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,319,NA,NA,NA,30221,NA,NA,NA,347,107,NA,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,NA,NA,833,NA,NA,NA,NA,NA,NA,1093,NA,NA,NA,NA,NA,NA,NA,NA,129307,NA,NA,NA,NA
"Pakistan",20688,16623,NA,1188,2888,NA,41747,69924,615,940,3243,252622,18844,495,1105,130264,35991,NA,14644,117079,132,392,1384,243,NA,NA,69014,6260,119,2801,205,925,111,82837,NA,NA,221,1948,467772,42316,282,NA,491,NA,225,246,1823,NA,3045,5557,32094,555,37901,1006,563,546,162,NA,24099,NA,150,148,1810,NA,202,214,247,34005,84947,20425,141,NA,267537,118,NA,177,603788,286,521,8183,415,7587,812,237,416,363,NA,150,18048,2195,109165,141199,NA,176882,3216,27239,NA,310140,NA,1037997,22658,1260,117275,NA,592,337667,603805,NA,441,162,308,281,7318,7505,2481,628,3288,589203,238,2792,4952,1450,9801,176,25896,NA,17449,1395,249,157736,NA,116,14516,337,121,1120,12400,NA,34774,292,NA,1010,254,NA,1107,4154,17095,2844,58052,132,16036,82137,7284,136,661412,NA,314,NA,206631,2604,2788,1110,26222,56948,38115,NA,NA,NA,917,162,73857,300212,4715,129861,655,15902,NA,112872,NA,NA,10011,73039,1361,2648,462922,8688,587012,389,233,963688,14468,2715,2834,10096498,11740,2160,7993,2534
"Panama",NA,NA,NA,NA,9360,NA,NA,26884,NA,NA,NA,2220,1946,NA,NA,NA,NA,NA,NA,33030,NA,NA,NA,NA,NA,NA,95494,9430,NA,NA,NA,NA,NA,25195,NA,NA,NA,23969,655790,53160,NA,NA,146130,NA,NA,NA,NA,NA,NA,1456,NA,NA,42253,NA,5982,NA,157346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24743,NA,NA,NA,NA,132826,NA,NA,NA,163902,NA,NA,47796,NA,NA,NA,NA,NA,NA,NA,NA,1175,NA,28115,135865,NA,411,NA,8904,9903,491086,NA,5797305,NA,7761,NA,NA,NA,1788602,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124061,NA,NA,NA,NA,206568,NA,2005,NA,NA,NA,NA,24426,NA,NA,8988,NA,NA,1781,106906,NA,222,NA,6642,NA,NA,NA,18517,35298,8493,5085,2003,NA,4638,99855,NA,NA,NA,NA,NA,NA,545546,1210,484,NA,5097,128401,NA,NA,NA,NA,NA,NA,15344,122770,NA,NA,NA,NA,NA,116684,NA,NA,262,16214,NA,NA,85304,NA,NA,NA,NA,1279757,NA,85286,NA,12777188,NA,NA,NA,NA
"Papua N.Guin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469762,216,NA,NA,NA,NA,NA,NA,2809,NA,NA,NA,NA,NA,NA,1220,NA,NA,NA,NA,NA,NA,5602,NA,NA,NA,3879,16568,3250,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,4823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4631,NA,NA,NA,NA,3056,NA,NA,NA,12789,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,1206,24149,NA,NA,NA,1716,1203,2164,NA,130069,NA,NA,NA,NA,NA,17470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31255,NA,NA,NA,NA,542,NA,NA,NA,NA,NA,NA,3972,NA,NA,50005,NA,NA,NA,399,NA,NA,NA,1418,NA,NA,NA,452,2946,147,752,NA,NA,NA,267,NA,NA,151,NA,NA,NA,153199,NA,187,NA,976,3550,NA,NA,NA,NA,NA,NA,823,765,NA,NA,NA,NA,NA,16990,NA,NA,NA,NA,NA,NA,9297,NA,NA,NA,NA,63452,NA,NA,NA,1036735,NA,NA,NA,NA
"Paraguay",NA,NA,NA,NA,26074,NA,NA,484463,NA,NA,NA,272,1547,NA,NA,NA,NA,NA,NA,4200,NA,NA,NA,NA,NA,NA,985197,372,NA,NA,NA,NA,NA,6038,NA,NA,NA,49726,58720,19671,NA,NA,2159,NA,NA,NA,NA,NA,NA,1123,NA,NA,1552,NA,NA,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,NA,NA,NA,NA,29614,NA,NA,NA,56067,NA,NA,698,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,4979,3543,NA,726,NA,9383,1851,55967,NA,129134,NA,NA,NA,NA,NA,74065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5163,NA,NA,NA,NA,15343,NA,NA,NA,NA,NA,NA,8997,NA,NA,141,NA,NA,26334,399,NA,NA,NA,1140,NA,NA,NA,837,888,337,1469,NA,NA,262,2643,NA,NA,201,NA,NA,NA,15355,254,120,NA,7784,23561,NA,NA,NA,NA,NA,NA,8783,16154,NA,NA,NA,NA,NA,3851,NA,NA,NA,474,NA,NA,67999,NA,NA,NA,NA,631074,NA,1532,NA,2751081,NA,NA,NA,NA
"Peru",NA,NA,NA,NA,2729,3272,16679,291155,NA,NA,NA,22984,16079,NA,3091,NA,366,134,NA,52219,NA,NA,373,79270,NA,NA,317247,3223,116,NA,NA,NA,NA,147692,NA,NA,105,236740,156863,13325,NA,NA,413060,NA,6673,142,1856,527,426,5521,3958,NA,19882,NA,404,NA,159144,NA,582,2148,2594,236,NA,NA,NA,NA,NA,17996,8066,NA,NA,346,109121,114,NA,NA,237403,166,NA,912,NA,NA,23283,NA,141,366,NA,238,3905,NA,19781,18964,NA,506,NA,14461,10121,141882,774,421489,185,1271,452,NA,1196,179169,1553,NA,NA,NA,5989,NA,102,NA,771,184,559,15619,115,NA,NA,NA,203526,NA,1363,NA,4750,NA,10334,43722,NA,146,47960,798,NA,39362,6156,NA,NA,NA,3419,22280,NA,21340,NA,1267,2678,1465,282,203,2723,25126,NA,NA,2691,187,NA,118,12729,986,168,NA,11923,163111,2550,NA,306,NA,NA,NA,74678,53887,450,73194,NA,NA,NA,20767,NA,4324,NA,6006,NA,NA,77377,8836,1852,26086,NA,1676382,NA,339850,12035,6156323,NA,695,NA,NA
"Philippines",274,804,NA,377,4209,2929,1050,22436,NA,36281,NA,728128,25968,NA,719,9787,7690,334,NA,164704,1073,375,NA,332,842,NA,217350,9221,1790,408,NA,489,1859,225290,NA,283,NA,57552,661030,1183943,743,NA,1446,115,3675,3696,226,171,2100,4952,7451,134,36885,NA,305,NA,1047,NA,1526,795,453,2324,528,NA,NA,242,2330,114538,37360,7989,NA,NA,354578,1848,251,NA,857920,3383,492,3424,NA,NA,5916,NA,438,398,192,273,2526,701,156206,541830,NA,386364,10883,130365,150028,203554,1118,5677731,11340,4520,2756,10965,2500,1653781,51688,NA,NA,NA,4514,1653,NA,3251,3109,NA,3752,726142,2947,2464,3380,308,32870,832,2714,5804,6416,445,6683,297194,NA,6894,146670,2240,NA,14762,15177,NA,114184,159,26485,1415,70416,857,32622,NA,32106,3187,60466,NA,12743,291263,163,NA,1056357,6026,179,NA,1520860,1620,793,409,48609,71281,4744,NA,769,NA,357,1769,113063,155479,2978,1465649,NA,1761,NA,523564,13625,324,226,20635,178,407,401210,33855,347010,1258,9222,5237960,966,3322,141479,26794980,754,825,1446,17994
"Poland",652,NA,NA,505,29066,NA,NA,54265,271,1940,NA,33656,797429,2693,1858,1210,15461,187,181707,878531,400,588,324,670,1641,NA,187290,35452,572,387,NA,1125,6314,127154,NA,1049,1551,11970,658752,70477,1495,NA,37358,5305,20760,62132,38171,1580,3581,1083537,511157,613,640980,287,904,NA,63558,NA,4879,1238,NA,17253,4122,NA,NA,NA,292,582231,2192560,196836,139,NA,1827665,1710,301,718,8206875,10022,1000,75374,540,602,6059,322,NA,809,NA,3630,398379,4954,113684,130038,NA,161235,NA,154470,82340,2816418,685,594429,1543,49762,4999,209,12697,584409,387,1712,NA,1071,19898,618,3833,6346,124513,4406,9883,107609,927,1601,286,806,23073,520,38801,1284,632,403,344,1286359,NA,117,6193,976,389,21948,375158,NA,604,NA,10384,1572,2668,1124,18730,26369,NA,57289,114,2785,64820,2321478,903,NA,17495,296,591,2459,130326,443667,139639,290,60770,670427,20879,198,1563,NA,2972,869,896170,526267,2576,289967,7270,5339,5054,100604,8277,NA,19419,117797,9340,16560,1645145,318188,13310,6232,2751,1292571,76056,2298,52819,32094495,560,27789,1111,24221
"Portugal",161,NA,NA,224,149459,38373,15522,126405,101,301,NA,32564,212008,1317,1270,1453,3517,320,2444,1111096,3903,19261,1395,407,6587,NA,435076,14614,10791,1392,NA,398,51477,110328,NA,2265,33470,32020,212825,34116,6014,NA,66917,29334,20294,29387,2892,25436,1720,51088,19128,22397,240478,190,3004,NA,24095,934,142869,701,3929,5825,1266,NA,NA,684,12723,201954,61787,17257,7964,739,3779668,39026,452,250,4796683,6536,1141,41758,311,1702,7407,1080,11032,14704,121,7526,25400,56338,108664,39094,NA,234262,109165,188119,47580,2739188,6986,864792,1757,3304,7475,353,282,260040,2875,191,NA,243,2957,831,4054,100985,13393,7863,8025,69352,14502,7878,7744,21506,109508,NA,48669,29985,285,278,15862,1605763,NA,253,16917,1526,2897,440091,404397,NA,522,NA,76674,10995,906,12952,6464,12868,43204,NA,NA,1996,11424,214501,NA,167,285045,10844,554,3470,42965,9204,10922,325,139364,7058168,4257,283,2649,807,2464,3264,405547,440334,30730,109636,1239,21324,1323,124858,2967,4162,22702,100869,1929,13665,2207405,21727,19708,6166,NA,1011025,15303,32477,6718,32392610,979,4607,6182,28746
"Qatar",NA,238,NA,NA,NA,NA,284,6360,NA,NA,185,36037,5916,NA,NA,24872,1410,NA,NA,26160,NA,NA,NA,421,NA,NA,25679,208,NA,NA,NA,NA,NA,9840,NA,NA,NA,1392,22923,6747,239,NA,170,NA,270,NA,212,NA,1531,1132,373,NA,11213,NA,NA,NA,238,NA,8885,NA,NA,NA,NA,NA,104,NA,NA,3070,1381,2822,NA,NA,195406,NA,NA,NA,165636,NA,316,2738,NA,NA,909,NA,NA,NA,NA,186,1197,104,36638,14925,NA,16001,NA,8776,1434,176772,NA,303447,14971,851,802,NA,NA,58733,10188,NA,NA,NA,NA,7923,NA,121,NA,NA,NA,16279,NA,484,NA,NA,4431,NA,175,340,439,NA,NA,57227,NA,NA,2355,NA,NA,NA,2199,NA,9463,NA,18220,NA,NA,NA,158,2642,455,956,NA,NA,3683,5739,NA,NA,124571,NA,NA,NA,25592,NA,419,546,3404,26450,1323,NA,NA,NA,639,NA,26023,42894,10689,23379,NA,NA,NA,19809,NA,NA,441,8542,NA,NA,310326,257,124068,NA,NA,239591,NA,410,627,2153878,707,4035,NA,195
"Rep Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,3748,NA,NA,NA,NA,NA,NA,6293,NA,NA,NA,NA,NA,NA,NA,50486,NA,NA,NA,NA,NA,350,NA,NA,NA,440,449,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,5398,NA,NA,2667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509,NA,NA,NA,NA,16379,NA,NA,NA,89000,NA,NA,6483,NA,NA,NA,NA,NA,NA,NA,NA,15777,NA,707,370,NA,NA,NA,1186,1996,34468,NA,932,NA,684,NA,NA,NA,1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,1464,NA,NA,NA,NA,NA,NA,10209,NA,NA,NA,NA,NA,NA,1062,NA,NA,NA,250,NA,NA,NA,NA,NA,22963,1795,NA,NA,58369,295496,NA,NA,NA,NA,NA,NA,196,3921,1144,NA,1710,4889,NA,NA,NA,NA,NA,NA,2643,5061,NA,NA,NA,NA,NA,1194,NA,NA,NA,12930,NA,NA,4435,NA,NA,NA,NA,17089,NA,NA,NA,517622,NA,NA,NA,NA
"Romania",NA,NA,NA,4578,3320,NA,117367,38239,359,NA,NA,72950,256946,2320,2389,245,1834,298,20490,138973,NA,147,7901,1820,10541,NA,94524,65644,314,622,NA,520,868,48948,NA,190,NA,2934,116986,20201,NA,NA,7808,NA,2167,2148,4435,18160,14613,108787,88221,198,47194,107,334,NA,11719,NA,154071,106,NA,1515,1909,NA,NA,NA,NA,26410,1026103,183576,172,NA,551786,3382,NA,836,1486174,1677,189,149618,NA,NA,486,3806,NA,3403,NA,179,301207,1142,28698,15070,NA,268976,27339,23843,78205,1306403,289,92652,4085,49805,306,NA,4125,217993,20874,1414,NA,NA,531,10630,1472,44453,3047,283,1993,12316,762,1088,3145,124,3303,466,10976,2306,135,NA,8094,203576,434,NA,1077,2606,192,5177,13944,NA,152,NA,3385,1326,1150,2184,6081,1420,94078,7228,506,75716,NA,1028525,839,NA,59706,NA,3043,NA,15328,64934,26173,183,21812,73527,1537,NA,969,NA,2189,NA,87615,148195,12926,28976,3088,672,5972,13007,2173,NA,2147,202864,7491,1114,300007,162032,9445,1398,NA,368828,13528,21571,5924,9187334,NA,48681,NA,1102
"Russian Fed",6938,NA,NA,1137,121710,NA,NA,167612,42286,NA,NA,130652,650435,180913,3356,672,28847,339,3922969,1190482,1138,2033,330,1084,10992,NA,622672,316421,904,121,NA,3488,493,261969,NA,NA,162,48876,1863437,21958,126,NA,53762,210,18735,79402,118070,371199,48814,603037,NA,480,658896,NA,584,NA,121088,NA,34355,11338,NA,171866,1440,NA,NA,NA,NA,2329468,NA,NA,NA,NA,1968058,NA,452,98605,7416860,15897,6713,327134,NA,NA,28914,64149,NA,129,320,2125,707001,19774,820590,96098,NA,60821,NA,315532,202946,3078939,63474,837358,2380,2329098,358,NA,13294,1406765,1129,119035,NA,44455,212273,2520,7869,NA,303495,1580,5070,102998,304,10076,4264,NA,83155,64834,54961,1414,NA,2369,NA,1513327,NA,NA,146456,5101,NA,6068,275752,NA,17437,NA,23652,17659,290,NA,22853,9484,1561855,63592,136,634927,169035,NA,NA,5455,1079,123,NA,1121,561326,245612,254398,NA,84620,631175,57949,NA,10898,NA,1577,22800,707699,416545,8414,85826,121083,1522,28280,109377,2371,161,4736,1443798,199203,224,1510121,3962880,23320,6441,120,3315961,742563,41384,35338,54321353,287,113120,NA,19082
"Rwanda",NA,NA,NA,NA,NA,NA,NA,2171,NA,NA,NA,245,413,NA,NA,NA,NA,NA,NA,18115,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,NA,NA,2128,NA,NA,NA,NA,1810,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,NA,NA,2382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,12202,NA,NA,NA,9502,NA,NA,583,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,1819,790,NA,135,NA,741,629,5434,NA,11063,NA,420,NA,NA,NA,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6435,NA,NA,134,NA,NA,1271,558,NA,437,NA,1497,NA,NA,NA,NA,NA,408,125,NA,NA,460,2454,NA,NA,NA,NA,NA,NA,466,480,NA,NA,3651,1431,NA,NA,NA,NA,NA,NA,490,2175,NA,NA,NA,NA,NA,1922,NA,NA,NA,1114,NA,NA,2838,NA,NA,NA,NA,24259,NA,NA,NA,111206,NA,NA,NA,NA
"Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11249,200,NA,NA,NA,NA,NA,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,NA,1438,821,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,5342,NA,NA,680,NA,NA,NA,2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,NA,NA,NA,NA,1013,NA,NA,NA,1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,264,NA,NA,NA,274,NA,478,NA,17125,NA,NA,NA,NA,NA,4514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,29650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,117,NA,NA,NA,NA,NA,200,NA,NA,424,NA,NA,NA,846,NA,NA,NA,116,3190,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,1064,NA,NA,NA,NA,NA,NA,928,NA,NA,NA,NA,15049,NA,NA,NA,86207,NA,NA,NA,NA
"Saudi Arabia",1762,NA,NA,601,221,106,NA,39369,630,630,NA,371282,163125,2573,1945,190331,5931,277,1891,490488,NA,1625,146,948,410,NA,443549,13646,NA,252,NA,181,1554,331404,NA,1625,136,47929,989022,73977,434,NA,16507,548,1188,2872,6906,243,12052,26695,61028,522,198226,1371,178,NA,19733,NA,221334,5071,NA,1322,21359,NA,NA,NA,433,116382,60408,29478,NA,NA,1262110,529,375,298,2081882,5498,706,70841,NA,NA,33161,460,NA,1982,NA,1284,22827,1524,575048,378773,NA,49343,NA,170152,1880,1300793,386,2963679,91970,34273,8471,198,36820,897679,77746,NA,NA,NA,938,87334,197,1394,342,568,1734,221890,108,3692,186,354,78172,NA,76682,455,590,902,3496,509840,NA,NA,96438,141,495,916,34009,1318,59925,NA,162164,3550,622,344,2143,47664,41385,27512,75946,1813,43566,116679,NA,NA,NA,132,NA,163,174892,3229,6845,57521,191124,397531,24087,310,222,NA,86857,NA,376789,1244451,182183,405278,139,3177,2612,271822,NA,257,17732,354122,459,990,2651833,26363,384807,12009,442,6014930,6982,2193,433260,28309890,33543,11571,90925,586
"Senegal",NA,NA,NA,NA,2386,NA,NA,6509,NA,NA,NA,603,7246,NA,NA,NA,NA,NA,NA,58723,NA,NA,NA,NA,NA,NA,15048,1354,NA,NA,NA,NA,NA,12452,NA,NA,NA,272,31394,252,NA,NA,347,NA,NA,NA,NA,NA,NA,657,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2995,NA,NA,NA,NA,455760,NA,NA,NA,37133,NA,NA,1254,NA,NA,NA,NA,NA,NA,NA,NA,377,NA,15896,5407,NA,422,NA,9840,1374,56608,NA,27573,NA,400,NA,NA,NA,9272,NA,NA,NA,NA,NA,NA,NA,2142,NA,NA,NA,1100,NA,NA,NA,NA,273,NA,8034,NA,NA,NA,NA,29851,NA,NA,1014,NA,NA,147939,1446,NA,274,NA,1310,NA,NA,NA,879,110,1196,7461,137,NA,1936,6371,NA,NA,129,NA,NA,NA,3791,116,226,NA,4523,53328,NA,NA,NA,NA,NA,NA,3665,6188,NA,NA,NA,NA,NA,56483,NA,NA,2971,3828,NA,NA,30678,NA,NA,NA,NA,59189,NA,NA,NA,1104400,NA,NA,NA,NA
