"","Afghanistan","Afr.Other NS","Africa N.NES","Albania","Algeria","Angola","Areas NES","Argentina","Armenia","Asia NES","Asia West NS","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium-Lux","Belize","Benin","Bermuda","Bolivia","Bosnia Herzg","Br.Antr.Terr","Brazil","Bulgaria","Burkina Faso","Burundi","CACM NES","Cambodia","Cameroon","Canada","Carib. NES","Cent.Afr.Rep","Chad","Chile","China","China HK SAR","China MC SAR","China SC","Colombia","Congo","Costa Rica","Cote Divoire","Croatia","Cuba","Cyprus","Czech Rep","Czechoslovak","Dem.Rp.Congo","Denmark","Djibouti","Dominican Rp","E Europe NES","Ecuador","EEC NES","Egypt","El Salvador","Eq.Guinea","Estonia","Ethiopia","Eur. EFTA NS","Eur.Other NE","Falkland Is","Fiji","Finland","Fm USSR","Fm Yugoslav","Fr Ind O","Fr.Guiana","France,Monac","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Guadeloupe","Guatemala","Guinea","GuineaBissau","Guyana","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Int Org","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea D P Rp","Korea Rep.","Kuwait","Kyrgyzstan","LAIA NES","Lao P.Dem.R","Latvia","Lebanon","Liberia","Libya","Lithuania","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Morocco","Mozambique","Myanmar","Nepal","Neth.Ant.Aru","Netherlands","Neutral Zone","New Calednia","New Zealand","Nicaragua","Niger","Nigeria","Norway","Occ.Pal.Terr","Oman","Oth.Oceania","Pakistan","Panama","Papua N.Guin","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Rep Moldova","Romania","Russian Fed","Rwanda","Samoa","Saudi Arabia","Senegal","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","Spain","Sri Lanka","St.Helena","St.Kt-Nev-An","St.Pierre Mq","Sudan","Suriname","Sweden","Switz.Liecht","Syria","Taiwan","Tajikistan","Tanzania","TFYR Macedna","Thailand","Togo","Trinidad Tbg","Tunisia","Turkey","Turkmenistan","Uganda","UK","Ukraine","Untd Arab Em","Uruguay","US NES","USA","Uzbekistan","Venezuela","Viet Nam","World","Yemen","Yugoslavia","Zambia","Zimbabwe"
"Colombia",NA,NA,NA,1179,11184,3057,220840,243964,NA,NA,NA,34539,62370,715,8373,3315,1635,1312,NA,245466,NA,1279,592,119420,NA,NA,541609,7240,NA,NA,NA,NA,NA,541496,NA,NA,NA,323757,147772,48306,NA,NA,NA,2426,100996,1339,2457,34434,2222,44917,89564,NA,66689,NA,56209,NA,563459,NA,2332,20610,NA,1883,NA,NA,NA,NA,585,140520,14782,23678,NA,NA,577708,3750,NA,486,1379663,619,850,13858,2726,3753,41321,343,281,2437,13983,18017,14711,699,45940,28736,NA,4401,NA,70597,108561,520457,13368,1166888,894,4100,NA,4749,5434,225150,1620,NA,NA,NA,NA,1216,2373,4697,2654,NA,NA,23216,NA,5980,NA,264,544388,NA,9495,NA,NA,NA,121549,320934,NA,2024,8202,10016,NA,3533,59015,NA,NA,NA,6288,170706,596,4593,531030,4422,46802,72460,425,NA,22168,106419,NA,NA,20277,1474,762,NA,26113,13564,10632,NA,35323,439665,12046,210,12790,NA,370,2466,199646,224688,4021,118962,NA,3631,NA,21934,11141,111507,1009,14103,NA,1597,497605,14167,846,18732,2946,8389608,NA,1683674,NA,21787069,NA,10269,NA,420
"Congo",NA,NA,NA,NA,NA,NA,NA,5675,NA,NA,NA,17076,1193,NA,NA,NA,NA,NA,NA,302750,NA,NA,NA,NA,NA,NA,21602,NA,NA,NA,NA,NA,NA,5340,NA,NA,NA,NA,72086,2007,NA,NA,2426,NA,NA,NA,NA,NA,NA,882,NA,NA,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3774,NA,NA,NA,NA,360343,NA,NA,NA,80232,NA,NA,3478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14130,9798,NA,NA,NA,2852,1427,217832,NA,16678,NA,NA,NA,NA,NA,227969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330,NA,NA,NA,NA,1179,NA,12050,NA,NA,NA,NA,70709,NA,NA,NA,NA,NA,11417,10857,NA,NA,NA,NA,NA,NA,NA,NA,NA,10823,30309,NA,NA,NA,616,NA,NA,788,NA,NA,NA,11557,484,1363,NA,14109,56018,NA,NA,NA,NA,NA,NA,2508,2046,NA,NA,NA,NA,NA,42727,NA,NA,1198,4470,NA,NA,36484,NA,NA,NA,NA,485456,NA,NA,NA,2061235,NA,NA,NA,NA
"Costa Rica",NA,NA,NA,NA,2592,NA,NA,25738,NA,NA,NA,6979,41279,NA,NA,NA,NA,NA,NA,124253,NA,NA,NA,NA,NA,NA,87394,3907,NA,NA,NA,NA,NA,144627,NA,NA,NA,35443,32207,22664,NA,NA,100996,NA,NA,NA,NA,NA,NA,16018,NA,NA,12810,NA,NA,NA,10062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43350,NA,NA,NA,NA,140170,NA,NA,NA,361600,NA,NA,2632,NA,NA,NA,NA,NA,NA,NA,NA,6156,NA,1315,6395,NA,NA,NA,27323,14693,150842,NA,200055,NA,NA,NA,NA,NA,101026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54977,NA,NA,NA,NA,243525,NA,4183,NA,NA,NA,NA,147158,NA,NA,1529,NA,NA,NA,24412,NA,NA,NA,766,NA,NA,NA,15093,74229,23037,21744,382,NA,2769,24491,NA,NA,NA,NA,NA,NA,18487,9796,1624,NA,3291,118650,NA,NA,NA,NA,NA,NA,45385,59450,NA,NA,NA,NA,NA,8165,NA,NA,NA,6503,NA,NA,273752,NA,NA,NA,NA,4073931,NA,121772,NA,6893019,NA,NA,NA,NA
"Cote Divoire",NA,NA,NA,NA,NA,NA,NA,36521,NA,NA,NA,5299,26139,NA,NA,NA,NA,NA,NA,282315,NA,NA,NA,NA,NA,NA,48340,5271,NA,NA,NA,NA,NA,41102,NA,NA,NA,4101,94681,2588,NA,NA,1339,NA,NA,NA,NA,NA,NA,15021,NA,NA,13585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10275,NA,NA,NA,NA,1457333,NA,NA,NA,452796,NA,NA,52763,NA,NA,NA,NA,NA,NA,NA,NA,7256,NA,57863,31247,NA,456,NA,35475,8209,377891,NA,76899,NA,2456,NA,NA,NA,31106,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25378,NA,NA,NA,NA,1495,NA,39054,NA,NA,NA,NA,445745,NA,NA,1032,NA,NA,609397,4492,NA,NA,NA,4820,NA,NA,NA,733,3818,65392,31834,NA,NA,5520,93515,NA,NA,3107,NA,NA,NA,11976,11271,1229,NA,47422,239597,NA,NA,NA,NA,NA,NA,9146,47099,NA,NA,NA,NA,NA,56153,NA,NA,26576,21246,NA,NA,176109,NA,NA,NA,NA,420431,NA,9742,NA,5347203,NA,NA,NA,NA
"Croatia",NA,NA,NA,NA,12876,NA,NA,8418,NA,NA,NA,8144,666952,NA,NA,NA,NA,NA,NA,140539,NA,NA,NA,NA,NA,NA,71471,11545,NA,NA,NA,NA,NA,25658,NA,NA,NA,2184,35675,1752,NA,NA,2457,NA,NA,NA,NA,NA,NA,162926,NA,NA,63746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23298,NA,NA,NA,NA,304047,NA,NA,NA,2054306,NA,NA,27853,NA,NA,NA,NA,NA,NA,NA,NA,204944,NA,7040,2617,NA,NA,NA,30080,9629,2018032,NA,19012,NA,5060,NA,NA,NA,35106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5726,NA,NA,NA,NA,4730,NA,19760,NA,NA,NA,NA,227352,NA,NA,1497,NA,NA,NA,46682,NA,NA,NA,2231,NA,NA,NA,4456,415,78610,4689,1440,NA,14598,308474,NA,NA,10002,NA,NA,NA,9432,82913,1327901,NA,2095,75462,NA,NA,NA,NA,NA,NA,134668,82390,NA,NA,NA,NA,NA,2941,NA,NA,2087,33630,NA,NA,227096,NA,5136,NA,NA,204322,NA,2086,NA,8576722,NA,NA,NA,NA
"Cuba",NA,NA,NA,NA,30461,NA,NA,83670,NA,NA,NA,2868,2957,NA,NA,NA,NA,NA,NA,41201,NA,NA,NA,NA,NA,NA,69313,25156,NA,NA,NA,NA,NA,393817,NA,NA,NA,16128,296988,3690,NA,NA,34434,NA,NA,NA,NA,NA,NA,6622,NA,NA,7993,NA,NA,NA,10127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13552,NA,NA,NA,NA,216000,NA,NA,NA,89189,NA,NA,1454,NA,NA,NA,NA,NA,NA,NA,NA,2154,NA,5388,4264,NA,NA,NA,3970,NA,162374,NA,98251,NA,24937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5795,NA,NA,NA,NA,276464,NA,2129,NA,NA,NA,NA,107805,NA,NA,21447,NA,NA,1610,1817,NA,NA,NA,NA,NA,NA,NA,1395,670,4259,28352,NA,NA,28802,567989,NA,NA,875,NA,NA,NA,5284,6263,2104,NA,17879,498659,NA,NA,NA,NA,NA,NA,15660,21907,NA,NA,NA,NA,NA,19175,NA,NA,21402,3884,NA,NA,53531,NA,NA,NA,NA,4635,NA,48228,NA,3015227,NA,NA,NA,NA
"Cyprus",NA,NA,NA,NA,12953,NA,NA,20281,NA,NA,NA,5757,29351,NA,NA,NA,NA,NA,NA,91346,NA,NA,NA,NA,NA,NA,26122,16516,NA,NA,NA,NA,NA,11571,NA,NA,NA,1617,61974,11331,NA,NA,2222,NA,NA,NA,NA,NA,NA,17178,NA,NA,39620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19636,NA,NA,NA,NA,201266,NA,NA,NA,531267,NA,NA,416114,NA,NA,NA,NA,NA,NA,NA,NA,15607,NA,22905,16007,NA,7690,NA,35018,112825,357181,NA,276799,NA,13496,NA,NA,NA,205546,7493,NA,NA,NA,NA,NA,NA,29747,NA,NA,NA,15562,NA,NA,NA,NA,7170,NA,5838,NA,NA,NA,NA,92922,NA,NA,NA,NA,NA,NA,80464,NA,3222,NA,21699,NA,NA,NA,1075,2913,69171,14919,1834,NA,43005,471768,NA,NA,17773,NA,NA,NA,167401,7353,7763,NA,16903,113745,NA,NA,NA,NA,NA,NA,53121,48851,NA,NA,NA,NA,NA,32198,NA,NA,3551,193648,NA,NA,635671,NA,8287,NA,NA,204226,NA,NA,NA,4657360,NA,NA,NA,NA
"Czech Rep",1102,NA,NA,6247,58377,NA,NA,32180,6656,NA,NA,73967,2873406,9797,1456,2001,6983,1808,70880,919674,778,1898,447,1127,26047,NA,118200,92959,1075,680,NA,4286,1708,142691,NA,1111,2433,11862,445581,142629,5155,NA,44917,882,16018,15021,162926,6622,17178,NA,NA,1719,319492,1925,9158,NA,17817,NA,100295,11911,NA,31081,4945,NA,NA,NA,502,354128,NA,NA,NA,NA,1803520,1266,257,10783,16075495,2187,602,141877,NA,NA,3403,1392,NA,1104,NA,6290,764983,5731,106595,63647,NA,57664,7430,179742,77123,2166412,399,578334,7338,61416,3441,546,5715,192927,NA,7817,NA,1057,31725,43985,1038,13387,80150,2256,NA,93628,2190,6574,NA,NA,59061,5013,20772,404,1733,992,598,1045405,NA,NA,7791,2399,NA,10579,201726,NA,NA,NA,16918,6942,NA,NA,16051,13410,1866020,74105,NA,6525,126093,2270764,789,NA,28304,1005,NA,828,109591,4547416,353792,NA,43408,594095,8675,NA,2471,NA,3424,757,559599,682590,53405,257725,5935,2828,22893,118599,1196,1426,19442,186000,16382,5985,1670094,341819,66089,7895,NA,1521549,52003,2849,33964,45709195,5933,29311,488,12382
"Czechoslovak",NA,NA,NA,NA,NA,NA,NA,40090,NA,NA,NA,59570,1662722,NA,NA,NA,NA,NA,NA,293291,NA,NA,NA,NA,NA,NA,112489,122594,NA,NA,NA,NA,NA,77126,NA,NA,NA,11368,256040,45056,NA,NA,89564,NA,NA,NA,NA,NA,NA,NA,NA,NA,170633,NA,NA,NA,8452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142575,NA,NA,NA,NA,710137,NA,NA,NA,6396680,NA,NA,171282,NA,NA,NA,NA,NA,NA,NA,NA,681358,NA,94309,87099,NA,NA,NA,41678,94370,1142127,NA,275927,NA,NA,NA,NA,NA,61528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24268,NA,NA,NA,NA,27052,NA,32105,NA,NA,NA,NA,526258,NA,NA,14274,NA,NA,NA,67453,NA,NA,NA,131726,NA,NA,NA,9937,9673,992970,42308,NA,NA,115625,NA,NA,NA,NA,NA,NA,NA,150742,NA,763011,NA,78761,194301,NA,NA,NA,NA,NA,NA,241053,375752,NA,NA,NA,NA,NA,160390,NA,NA,38035,232881,NA,NA,524006,NA,NA,NA,NA,436777,NA,7416,NA,21114807,NA,249862,NA,NA
"Dem.Rp.Congo",NA,NA,NA,NA,NA,NA,NA,5097,NA,NA,NA,645,3393,NA,NA,NA,NA,NA,NA,826587,NA,NA,NA,NA,NA,NA,6362,NA,NA,NA,NA,NA,NA,29525,NA,NA,NA,7150,27209,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,1719,NA,NA,2133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34049,NA,NA,NA,NA,68099,NA,NA,NA,86571,NA,NA,3397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48026,4337,NA,NA,NA,12264,1341,93858,NA,76309,NA,1049,NA,NA,NA,9086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3851,NA,NA,NA,NA,1454,NA,4820,NA,NA,NA,NA,45530,NA,NA,NA,NA,NA,20198,11619,NA,NA,NA,2856,NA,NA,NA,NA,NA,1803,23202,NA,NA,429,851,NA,NA,NA,NA,NA,NA,8653,1172,NA,NA,186264,20221,NA,NA,NA,NA,NA,NA,2314,10479,NA,NA,NA,NA,NA,17596,NA,NA,909,2710,NA,NA,26422,NA,NA,NA,NA,290749,NA,NA,NA,2287234,NA,NA,NA,NA
"Denmark",2376,NA,NA,5635,42830,NA,NA,265912,NA,3137,NA,297608,857901,8633,107940,20083,75274,2831,32108,2278095,2165,2003,12042,3959,13205,NA,345550,53734,3476,1715,NA,4750,4531,439235,NA,479,NA,98879,1121586,509443,28993,NA,66689,1915,12810,13585,63746,7993,39620,319492,170633,2133,294728,2033,43129,NA,9020,NA,132431,9424,NA,140794,14946,NA,NA,NA,487,2075606,467983,126915,NA,1208,4516414,757,2171,9274,16917025,16820,19091,405367,519467,NA,9969,1660,3626,680,1100,5671,177080,300448,298976,266052,NA,106710,6985,706733,193967,3528916,27387,2685605,20417,6440,18808,883,3946,635332,60459,NA,NA,2051,147620,37100,110650,32757,255875,4174,7361,241603,1377,29054,NA,7248,128747,2464,43643,7376,8290,2272,6863,4465853,NA,5331,96610,4940,NA,32134,4227279,NA,25521,NA,86906,47489,5672,2422,37018,69023,1195678,650117,14877,3613,61372,980934,3184,NA,203270,2925,1607,2147,321897,75981,77766,NA,115948,1427182,28957,NA,12163,691,10317,656,9155940,1374011,16206,482579,1782,15648,13620,359732,2902,4945,40785,304512,1159,8736,6875298,89070,118948,12625,NA,4169885,9750,60940,57183,83433527,NA,18441,5226,21789
"Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5983,NA,NA,NA,NA,NA,NA,3364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925,NA,NA,2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49746,NA,NA,NA,7539,NA,NA,1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7926,NA,NA,NA,NA,868,11182,24922,NA,18329,NA,NA,NA,NA,NA,22377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4824,NA,NA,NA,NA,NA,808,837,NA,NA,797,NA,NA,NA,4055,NA,NA,NA,11998,NA,NA,NA,NA,2218,NA,NA,NA,NA,NA,NA,1712,1311,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,NA,NA,27532,NA,592,NA,NA,11683,NA,NA,NA,281701,NA,NA,NA,NA
"Dominican Rp",NA,NA,NA,NA,9247,NA,NA,53515,NA,NA,NA,6327,3506,NA,NA,NA,NA,NA,NA,47491,NA,NA,NA,NA,NA,NA,85046,NA,NA,NA,NA,NA,NA,106201,NA,NA,NA,16240,37340,4254,NA,NA,56209,NA,NA,NA,NA,NA,NA,9158,NA,NA,43129,NA,NA,NA,4989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23778,NA,NA,NA,NA,96631,NA,NA,NA,119302,NA,NA,1922,NA,NA,NA,NA,NA,NA,NA,NA,992,NA,3512,17658,NA,NA,NA,9984,NA,107079,NA,242684,NA,NA,NA,NA,NA,132908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211,NA,NA,NA,NA,268147,NA,10259,NA,NA,NA,NA,81950,NA,NA,10100,NA,NA,NA,15688,NA,NA,NA,3172,NA,NA,NA,5010,1278,3081,7073,NA,NA,740,11091,NA,NA,NA,NA,NA,NA,8513,1561,464,NA,5106,163036,NA,NA,NA,NA,NA,NA,10759,13793,NA,NA,NA,NA,NA,13482,NA,NA,911,NA,NA,NA,82809,NA,NA,NA,NA,6493633,NA,248227,NA,9114063,NA,NA,NA,NA
"E Europe NES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96837,NA,NA,NA,NA
"Ecuador",447,NA,NA,3266,12723,NA,49927,154611,436,NA,NA,10812,30409,NA,2866,NA,NA,281,NA,113260,NA,NA,NA,7650,NA,NA,170171,3306,NA,NA,NA,NA,NA,158643,NA,NA,NA,301304,72497,18554,NA,NA,563459,NA,10062,NA,NA,10127,NA,17817,8452,NA,9020,NA,4989,NA,NA,NA,649,36750,NA,5031,NA,NA,NA,NA,NA,10964,NA,9647,NA,NA,155418,NA,NA,NA,440850,NA,NA,10018,NA,NA,24808,NA,NA,NA,866,3581,8880,243,6711,8575,NA,9599,NA,7969,13922,281192,902,478061,424,2659,NA,NA,17520,346037,NA,NA,NA,NA,7629,NA,NA,3179,21041,NA,NA,4396,NA,NA,NA,NA,166317,NA,681,488,NA,NA,37725,82798,NA,NA,26557,NA,NA,NA,7707,NA,NA,NA,435,237141,NA,2363,206272,1215,68896,25615,NA,NA,15313,152941,NA,NA,30131,NA,NA,NA,4466,11441,10694,NA,11679,254335,1884,NA,3500,1046,NA,931,22332,52140,4175,74983,NA,NA,NA,4422,NA,10895,NA,34391,NA,NA,78121,14576,3430,21682,4626,3011621,NA,209805,801,8419476,NA,21384,NA,NA
"EEC NES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6835787,NA,NA,NA,NA
"Egypt",NA,NA,NA,NA,38438,NA,NA,274952,NA,NA,NA,116316,109186,NA,NA,NA,NA,NA,NA,367823,NA,NA,NA,NA,NA,NA,260912,61514,NA,NA,NA,NA,NA,127697,NA,NA,NA,10227,441408,36997,NA,NA,2332,NA,NA,NA,NA,NA,NA,100295,NA,NA,132431,NA,NA,NA,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150083,NA,NA,NA,NA,1449704,NA,NA,NA,1731745,NA,NA,428859,NA,NA,NA,NA,NA,NA,NA,NA,38519,NA,321759,193871,NA,14711,NA,172632,371096,2360607,NA,885794,NA,10235,NA,NA,NA,534831,79235,NA,NA,NA,NA,NA,NA,148508,NA,NA,NA,226853,NA,NA,NA,NA,16308,NA,26636,NA,NA,NA,NA,435611,NA,NA,42973,NA,NA,3972,36442,NA,12797,NA,52459,NA,NA,NA,2610,12481,70752,155521,21804,NA,305440,451620,NA,NA,354746,NA,NA,NA,209767,19345,31886,NA,98812,515303,NA,NA,NA,NA,NA,NA,340596,231417,NA,NA,NA,NA,NA,107194,NA,NA,49910,470344,NA,NA,1001347,NA,34244,NA,NA,3659713,NA,9799,NA,19194860,NA,NA,NA,NA
"El Salvador",NA,NA,NA,NA,NA,NA,NA,13639,NA,NA,NA,3802,16021,NA,NA,NA,NA,NA,NA,13411,NA,NA,NA,NA,NA,NA,29136,7454,NA,NA,NA,NA,NA,42073,NA,NA,NA,9121,30907,3329,NA,NA,20610,NA,NA,NA,NA,NA,NA,11911,NA,NA,9424,NA,NA,NA,36750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16827,NA,NA,NA,NA,93217,NA,NA,NA,226065,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,644,NA,1413,NA,NA,NA,NA,4041,3123,37461,NA,108290,NA,6032,NA,NA,NA,51363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6089,NA,NA,NA,NA,188260,NA,6669,NA,NA,NA,NA,30416,NA,NA,NA,NA,NA,NA,2130,NA,NA,NA,NA,NA,NA,NA,6746,1206,2536,2487,NA,NA,1668,25778,NA,NA,NA,NA,NA,NA,3313,1440,NA,NA,1357,35558,NA,NA,NA,NA,NA,NA,10702,14957,NA,NA,NA,NA,NA,4819,NA,NA,NA,1623,NA,NA,37636,NA,NA,NA,NA,2076580,NA,59463,NA,3194838,NA,NA,NA,NA
"Eq.Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,NA,NA,NA,2848,NA,NA,NA,NA,NA,NA,9331,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,24789,112195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27966,NA,NA,NA,3946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,NA,NA,NA,NA,7964,NA,30753,NA,NA,NA,NA,NA,37685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,NA,2213,NA,NA,NA,NA,11200,NA,NA,NA,NA,NA,NA,9486,NA,NA,NA,515,NA,NA,NA,NA,NA,NA,5393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,NA,NA,151755,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,942,NA,NA,13761,NA,NA,NA,NA,87143,NA,NA,NA,427870,NA,NA,NA,NA
"Estonia",NA,NA,NA,NA,NA,NA,NA,5031,NA,NA,NA,8327,21567,NA,NA,NA,NA,NA,NA,75859,NA,NA,NA,NA,NA,NA,12429,3407,NA,NA,NA,NA,NA,21352,NA,NA,NA,7014,18076,2153,NA,NA,1883,NA,NA,NA,NA,NA,NA,31081,NA,NA,140794,NA,NA,NA,5031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627496,NA,NA,NA,NA,78919,NA,NA,NA,439683,NA,NA,3041,NA,NA,NA,NA,NA,NA,NA,NA,16112,NA,3474,2000,NA,NA,NA,14648,9999,84316,NA,27018,NA,56454,NA,NA,NA,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3015,NA,NA,NA,NA,5306,NA,2386,NA,NA,NA,NA,201582,NA,NA,768,NA,NA,NA,76736,NA,NA,NA,2552,NA,NA,NA,1232,NA,56039,7535,NA,NA,1736,705766,NA,NA,NA,NA,NA,NA,20030,5293,2074,NA,2967,43032,NA,NA,NA,NA,NA,NA,608986,18018,NA,NA,NA,NA,NA,7195,NA,NA,NA,12833,NA,NA,261257,NA,NA,NA,NA,220525,NA,2799,NA,4242690,NA,NA,NA,NA
"Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4616,9198,NA,NA,NA,NA,NA,NA,44133,NA,NA,NA,NA,NA,NA,4705,1741,NA,NA,NA,NA,NA,18546,NA,NA,NA,NA,33689,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,4945,NA,NA,14946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9469,NA,NA,NA,NA,69529,NA,NA,NA,196422,NA,NA,10333,NA,NA,NA,NA,NA,NA,NA,NA,3692,NA,35587,10615,NA,3078,NA,6342,13822,194830,NA,135025,NA,NA,NA,NA,NA,38802,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6818,NA,NA,NA,NA,2577,NA,4684,NA,NA,NA,NA,39454,NA,NA,448,NA,NA,NA,3167,NA,655,NA,3088,NA,NA,NA,NA,NA,8608,2409,NA,NA,7360,84152,NA,NA,27875,NA,NA,NA,8600,1417,1096,NA,8189,24704,NA,NA,NA,NA,NA,NA,26641,10313,NA,NA,NA,NA,NA,6909,NA,NA,5310,19041,NA,NA,92190,NA,NA,NA,NA,196732,NA,NA,NA,1375954,NA,NA,NA,NA
